Operation Type,Counterparty,Currency,Trade Date,Settlement Date,Maturity Date,Term (days),Amount,Interest Rate,isSmallValue,Last Updated
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/27/2020,3/30/2020,4/6/2020,7,2165000000.00,0.32,,3/27/2020 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,3/26/2020,3/30/2020,4/6/2020,7,2265000000.00,0.32,,3/26/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/26/2020,3/27/2020,4/3/2020,7,3205000000.00,0.34,,3/26/2020 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,3/25/2020,3/27/2020,4/3/2020,7,4950000000.00,0.34,,3/25/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/25/2020,3/26/2020,6/18/2020,84,27810000000.00,0.35,,3/25/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/25/2020,3/26/2020,4/2/2020,7,17267000000.00,0.36,,3/25/2020 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,3/24/2020,3/26/2020,6/18/2020,84,73805000000.00,0.35,,3/24/2020 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,3/24/2020,3/26/2020,4/2/2020,7,15465000000.00,0.36,,3/24/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/24/2020,3/25/2020,4/1/2020,7,4115000000.00,0.38,,3/24/2020 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,3/23/2020,3/25/2020,4/1/2020,7,34850000000.00,0.38,,3/23/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/23/2020,3/24/2020,3/31/2020,7,20000000.00,0.38,,3/23/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/18/2020,3/19/2020,3/26/2020,7,36265000000.00,0.45,,3/18/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/18/2020,3/19/2020,6/11/2020,84,75820000000.00,0.38,,3/18/2020 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,3/17/2020,3/19/2020,3/26/2020,7,2053000000.00,0.41,,3/17/2020 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,3/17/2020,3/19/2020,6/11/2020,84,30272000000.00,0.37,,3/17/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/11/2020,3/12/2020,3/19/2020,7,45000000.00,1.24,,3/11/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/4/2020,3/5/2020,3/12/2020,7,58000000.00,1.58,,3/4/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,2/26/2020,2/27/2020,3/5/2020,7,47300000.00,2.08,,2/26/2020 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,2/25/2020,2/27/2020,3/5/2020,7,1000000.00,2.08,,2/25/2020 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,2/19/2020,2/21/2020,2/27/2020,6,1000000.00,2.08,,2/19/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,2/19/2020,2/20/2020,2/27/2020,7,43300000.00,2.08,,2/19/2020 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,2/12/2020,2/14/2020,2/21/2020,7,4000000.00,2.08,,2/12/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,2/12/2020,2/13/2020,2/20/2020,7,63300000.00,2.08,,2/12/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,2/5/2020,2/6/2020,2/13/2020,7,48200000.00,2.09,,2/5/2020 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,2/4/2020,2/6/2020,2/14/2020,8,7000000.00,2.09,,2/4/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,1/29/2020,1/30/2020,2/6/2020,7,47500000.00,2.07,,1/29/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,1/22/2020,1/23/2020,1/30/2020,7,50600000.00,2.04,,1/22/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,1/15/2020,1/16/2020,1/23/2020,7,53500000.00,2.05,,1/15/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,1/8/2020,1/9/2020,1/16/2020,7,58500000.00,2.05,,1/8/2020 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,12/18/2019,12/19/2019,1/9/2020,21,3728400000.00,2.05,,12/18/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,12/17/2019,12/19/2019,12/27/2019,8,1000000.00,2.04,,12/17/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,12/11/2019,12/12/2019,12/19/2019,7,72000000.00,2.06,,12/11/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,12/10/2019,12/12/2019,12/19/2019,7,2000000.00,2.05,,12/10/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,12/4/2019,12/5/2019,12/12/2019,7,66700000.00,2.06,,12/4/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,12/3/2019,12/5/2019,12/12/2019,7,2000000.00,2.06,,12/3/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,11/27/2019,11/29/2019,12/5/2019,6,47100000.00,2.05,,11/27/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,11/20/2019,11/21/2019,11/29/2019,8,47200000.00,2.05,,11/20/2019 9:00
Non-U.S. Dollar Liquidity Swap,Bank of Japan,JPY,11/18/2019,11/19/2019,11/20/2019,1,51000.00,0.442,Y,11/18/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,11/13/2019,11/15/2019,11/21/2019,6,1000000.00,2.08,,11/13/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,11/13/2019,11/14/2019,11/21/2019,7,47100000.00,2.08,,11/13/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,11/6/2019,11/7/2019,11/14/2019,7,40000000.00,2.07,,11/6/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,11/5/2019,11/7/2019,11/15/2019,8,1000000.00,2.08,,11/5/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,10/30/2019,10/31/2019,11/7/2019,7,45500000.00,2.11,,10/30/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,10/23/2019,10/24/2019,10/31/2019,7,35800000.00,2.33,,10/23/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,10/16/2019,10/17/2019,10/24/2019,7,37700000.00,2.34,,10/16/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,10/10/2019,10/10/2019,10/11/2019,1,51000.00,2.32,Y,10/10/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,10/9/2019,10/10/2019,10/17/2019,7,43100000.00,2.35,,10/9/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,10/2/2019,10/3/2019,10/10/2019,7,37500000.00,2.36,,10/2/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,10/1/2019,10/3/2019,10/10/2019,7,1000000.00,2.35,,10/1/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,9/25/2019,9/26/2019,10/3/2019,7,972700000.00,2.41,,9/25/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,9/18/2019,9/19/2019,9/26/2019,7,38500000.00,2.41,,9/18/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,9/17/2019,9/19/2019,9/26/2019,7,3000000.00,2.46,,9/17/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,9/11/2019,9/12/2019,9/19/2019,7,37500000.00,2.59,,9/11/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,9/10/2019,9/12/2019,9/19/2019,7,1000000.00,2.63,,9/10/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,9/4/2019,9/5/2019,9/12/2019,7,39500000.00,2.63,,9/4/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,8/28/2019,8/29/2019,9/5/2019,7,871500000.00,2.63,,8/28/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,8/21/2019,8/22/2019,8/29/2019,7,45700000.00,2.63,,8/21/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,8/20/2019,8/22/2019,8/29/2019,7,3000000.00,2.64,,8/20/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,8/14/2019,8/15/2019,8/22/2019,7,43000000.00,2.64,,8/14/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,8/7/2019,8/8/2019,8/15/2019,7,44000000.00,2.63,,8/7/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,8/6/2019,8/8/2019,8/15/2019,7,1000000.00,2.62,,8/6/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,7/31/2019,8/2/2019,8/8/2019,6,30000000.00,2.61,,7/31/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,7/24/2019,7/25/2019,8/2/2019,8,11300000.00,2.85,,7/24/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,7/17/2019,7/18/2019,7/25/2019,7,11200000.00,2.89,,7/17/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,7/10/2019,7/11/2019,7/18/2019,7,37000000.00,2.89,,7/10/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,7/9/2019,7/11/2019,7/18/2019,7,1000000.00,2.88,,7/9/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,7/3/2019,7/5/2019,7/11/2019,6,42500000.00,2.87,,7/3/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,6/26/2019,6/27/2019,7/5/2019,8,17000000.00,2.89,,6/26/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,6/19/2019,6/20/2019,6/27/2019,7,17000000.00,2.82,,6/19/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,6/18/2019,6/20/2019,6/27/2019,7,1000000.00,2.85,,6/18/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,6/12/2019,6/13/2019,6/20/2019,7,17000000.00,2.87,,6/12/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,6/5/2019,6/6/2019,6/13/2019,7,22000000.00,2.88,,6/5/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,5/29/2019,5/31/2019,6/6/2019,6,17000000.00,2.9,,5/29/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,5/22/2019,5/23/2019,5/31/2019,8,17000000.00,2.88,,5/22/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,5/15/2019,5/16/2019,5/23/2019,7,17000000.00,2.87,,5/15/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,5/8/2019,5/9/2019,5/16/2019,7,49700000.00,2.89,,5/8/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,4/30/2019,5/2/2019,5/9/2019,7,54700000.00,2.92,,4/30/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,4/24/2019,4/25/2019,5/2/2019,7,54800000.00,2.93,,4/24/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,4/17/2019,4/18/2019,4/25/2019,7,54900000.00,2.91,,4/17/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,4/10/2019,4/11/2019,4/18/2019,7,54900000.00,2.91,,4/10/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,4/3/2019,4/4/2019,4/11/2019,7,54800000.00,2.91,,4/3/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/27/2019,3/28/2019,4/4/2019,7,1365000000.00,2.91,,3/27/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,3/20/2019,3/22/2019,3/28/2019,6,1000000.00,2.9,,3/20/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/20/2019,3/21/2019,3/28/2019,7,65000000.00,2.91,,3/20/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/13/2019,3/14/2019,3/21/2019,7,64500000.00,2.9,,3/13/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,3/12/2019,3/14/2019,3/22/2019,8,3000000.00,2.9,,3/12/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/6/2019,3/7/2019,3/14/2019,7,65000000.00,2.9,,3/6/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,3/5/2019,3/7/2019,3/14/2019,7,2000000.00,2.91,,3/5/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,2/27/2019,2/28/2019,3/7/2019,7,64500000.00,2.9,,2/27/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,2/20/2019,2/22/2019,2/28/2019,6,3000000.00,2.9,,2/20/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,2/20/2019,2/21/2019,2/28/2019,7,84500000.00,2.9,,2/20/2019 9:00
Non-U.S. Dollar Liquidity Swap,European Central Bank,EUR,2/14/2019,2/14/2019,2/15/2019,1,51000.00,0.5,Y,2/14/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,2/13/2019,2/14/2019,2/21/2019,7,64500000.00,2.9,,2/13/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,2/12/2019,2/14/2019,2/22/2019,8,3000000.00,2.9,,2/12/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,2/6/2019,2/7/2019,2/14/2019,7,64500000.00,2.9,,2/6/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,2/5/2019,2/7/2019,2/14/2019,7,6000000.00,2.9,,2/5/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,1/30/2019,1/31/2019,2/7/2019,7,64500000.00,2.9,,1/30/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,1/29/2019,1/31/2019,2/7/2019,7,1000000.00,2.9,,1/29/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,1/23/2019,1/25/2019,1/31/2019,6,2000000.00,2.9,,1/23/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,1/23/2019,1/24/2019,1/31/2019,7,74500000.00,2.91,,1/23/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,1/16/2019,1/17/2019,1/24/2019,7,84500000.00,2.91,,1/16/2019 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,1/15/2019,1/17/2019,1/25/2019,8,1000000.00,2.9,,1/15/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,1/9/2019,1/10/2019,1/17/2019,7,88000000.00,2.91,,1/9/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,1/3/2019,1/4/2019,1/10/2019,6,76000000.00,2.9,,1/3/2019 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,12/19/2018,12/20/2018,1/4/2019,15,4197000000.00,2.88,,12/19/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,12/18/2018,12/20/2018,1/10/2019,21,10000000.00,2.86,,12/18/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,12/12/2018,12/13/2018,12/20/2018,7,67000000.00,2.73,,12/12/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,12/11/2018,12/13/2018,12/20/2018,7,3000000.00,2.7,,12/11/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,12/5/2018,12/6/2018,12/13/2018,7,119000000.00,2.7,,12/5/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,12/4/2018,12/6/2018,12/13/2018,7,1000000.00,2.71,,12/4/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,11/28/2018,11/29/2018,12/6/2018,7,194000000.00,2.72,,11/28/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,11/21/2018,11/23/2018,11/29/2018,6,68000000.00,2.7,,11/21/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,11/14/2018,11/15/2018,11/23/2018,8,57500000.00,2.71,,11/14/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,11/7/2018,11/8/2018,11/15/2018,7,47000000.00,2.7,,11/7/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,10/31/2018,11/1/2018,11/8/2018,7,79500000.00,2.7,,10/31/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,10/24/2018,10/25/2018,11/1/2018,7,79700000.00,2.7,,10/24/2018 9:00
Non-U.S. Dollar Liquidity Swap,Bank of Japan,JPY,10/23/2018,10/23/2018,10/24/2018,1,51000.00,0.431,Y,10/23/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,10/17/2018,10/18/2018,10/25/2018,7,80000000.00,2.69,,10/17/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,10/11/2018,10/11/2018,10/12/2018,1,51000.00,2.68,Y,10/11/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,10/10/2018,10/11/2018,10/18/2018,7,88500000.00,2.69,,10/10/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,10/3/2018,10/4/2018,10/11/2018,7,89500000.00,2.69,,10/3/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,9/26/2018,9/27/2018,10/4/2018,7,74000000.00,2.67,,9/26/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,9/19/2018,9/20/2018,9/27/2018,7,90000000.00,2.46,,9/19/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,9/12/2018,9/13/2018,9/20/2018,7,99000000.00,2.42,,9/12/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,9/11/2018,9/13/2018,9/20/2018,7,1000000.00,2.41,,9/11/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,9/5/2018,9/7/2018,9/13/2018,6,1000000.00,2.42,,9/5/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,9/5/2018,9/6/2018,9/13/2018,7,90300000.00,2.42,,9/5/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,8/29/2018,8/30/2018,9/6/2018,7,90200000.00,2.42,,8/29/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,8/22/2018,8/23/2018,8/30/2018,7,90000000.00,2.42,,8/22/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,8/21/2018,8/23/2018,8/30/2018,7,2000000.00,2.42,,8/21/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,8/15/2018,8/16/2018,8/23/2018,7,67000000.00,2.41,,8/15/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,8/14/2018,8/16/2018,8/23/2018,7,1000000.00,2.41,,8/14/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,8/8/2018,8/9/2018,8/16/2018,7,105400000.00,2.41,,8/8/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,8/7/2018,8/9/2018,8/16/2018,7,1000000.00,2.41,,8/7/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,8/2/2018,8/3/2018,8/9/2018,6,100400000.00,2.42,,8/2/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,7/25/2018,7/26/2018,8/3/2018,8,100400000.00,2.41,,7/25/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,7/18/2018,7/19/2018,7/26/2018,7,120600000.00,2.42,,7/18/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,7/17/2018,7/19/2018,7/26/2018,7,1000000.00,2.42,,7/17/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,7/11/2018,7/12/2018,7/19/2018,7,90500000.00,2.41,,7/11/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,7/5/2018,7/6/2018,7/12/2018,6,95400000.00,2.42,,7/5/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,7/3/2018,7/6/2018,7/12/2018,6,1000000.00,2.42,,7/3/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,6/27/2018,6/28/2018,7/6/2018,8,1090200000.00,2.43,,6/27/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,6/26/2018,6/28/2018,7/6/2018,8,1000000.00,2.43,,6/26/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,6/20/2018,6/21/2018,6/28/2018,7,90000000.00,2.41,,6/20/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,6/13/2018,6/14/2018,6/21/2018,7,95400000.00,2.42,,6/13/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,6/6/2018,6/7/2018,6/14/2018,7,90300000.00,2.23,,6/6/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,6/5/2018,6/7/2018,6/14/2018,7,1000000.00,2.2,,6/5/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,5/30/2018,5/31/2018,6/7/2018,7,70400000.00,2.2,,5/30/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,5/23/2018,5/24/2018,5/31/2018,7,61500000.00,2.21,,5/23/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,5/22/2018,5/24/2018,6/1/2018,8,1000000.00,2.21,,5/22/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,5/16/2018,5/17/2018,5/24/2018,7,80500000.00,2.21,,5/16/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,5/15/2018,5/17/2018,5/24/2018,7,1000000.00,2.21,,5/15/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,5/9/2018,5/11/2018,5/17/2018,6,80000000.00,2.21,,5/9/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,5/2/2018,5/3/2018,5/11/2018,8,80000000.00,2.21,,5/2/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,4/25/2018,4/26/2018,5/3/2018,7,117000000.00,2.19,,4/25/2018 9:00
Non-U.S. Dollar Liquidity Swap,European Central Bank,EUR,4/19/2018,4/19/2018,4/20/2018,1,51000.00,0.5,Y,4/19/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,4/18/2018,4/19/2018,4/26/2018,7,82400000.00,2.19,,4/18/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,4/11/2018,4/12/2018,4/19/2018,7,82300000.00,2.19,,4/11/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,4/4/2018,4/5/2018,4/12/2018,7,79200000.00,2.18,,4/4/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/28/2018,3/29/2018,4/5/2018,7,5011000000.00,2.15,,3/28/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/21/2018,3/22/2018,3/29/2018,7,79000000.00,2.21,,3/21/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/14/2018,3/15/2018,3/22/2018,7,75000000.00,1.96,,3/14/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,3/13/2018,3/15/2018,3/22/2018,7,2000000.00,1.92,,3/13/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,3/7/2018,3/8/2018,3/15/2018,7,62000000.00,1.92,,3/7/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,3/6/2018,3/8/2018,3/15/2018,7,2000000.00,1.93,,3/6/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,2/28/2018,3/1/2018,3/8/2018,7,62000000.00,1.92,,2/28/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,2/27/2018,3/1/2018,3/8/2018,7,3000000.00,1.91,,2/27/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,2/21/2018,2/23/2018,3/1/2018,6,5000000.00,1.92,,2/21/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,2/21/2018,2/22/2018,3/1/2018,7,67000000.00,1.91,,2/21/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,2/14/2018,2/15/2018,2/22/2018,7,61000000.00,1.92,,2/14/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,2/13/2018,2/15/2018,2/23/2018,8,6000000.00,1.92,,2/13/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,2/7/2018,2/8/2018,2/15/2018,7,62000000.00,1.92,,2/7/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,1/31/2018,2/1/2018,2/8/2018,7,39000000.00,1.93,,1/31/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,1/24/2018,1/25/2018,2/1/2018,7,672000000.00,1.91,,1/24/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,1/23/2018,1/25/2018,2/1/2018,7,1000000.00,1.92,,1/23/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,1/17/2018,1/18/2018,1/25/2018,7,72000000.00,1.91,,1/17/2018 9:00
U.S. Dollar Liquidity Swap,European Central Bank,USD,1/10/2018,1/11/2018,1/18/2018,7,117000000.00,1.92,,1/10/2018 9:00
U.S. Dollar Liquidity Swap,Bank of Japan,USD,1/9/2018,1/11/2018,1/19/2018,8,1000000.00,1.92,,1/9/2018 9:00
